"unitid","institution name","year","F0910_F2_RV.Private gifts - Total","DRVF2010_RV.Tuition and fees as a percent of core revenues (FASB)","DRVF2010_RV.Endowment assets (year end) per FTE enrollment (FASB)"
"212577","Franklin and Marshall College","2010","18914072","56","112427"
"212601","Gannon University","2010","2879000","80","8632"
"212656","Geneva College","2010","2936553","73","12785"
"212674","Gettysburg College","2010","9995930","63","79953"
"212771","Gratz College","2010","1051066","66","7608"
"212832","Gwynedd Mercy University","2010","5676000","75","5441"
"212911","Haverford College","2010","9483012","42","282592"
"212984","Holy Family University","2010","1433144","89","3644"
"213011","Immaculata University","2010","3288166","85","3933"
"213251","Juniata College","2010","-3151566","67","41914"
"213303","Keystone College","2010","1535018","80","3513"
"213321","King's College","2010","4299690","78","19359"
"213358","La Roche College","2010","54738","85","3052"
"213367","La Salle University","2010","4781254","80","10527"
"213385","Lafayette College","2010","13443862","38","230635"
"213400","Lancaster Bible College","2010","3610264","51","12598"
"213446","Lancaster Theological Seminary","2010","951164","16","85105"
"213507","Lebanon Valley College","2010","2059323","75","25035"
"213543","Lehigh University","2010","37264000","44","147704"
"213631","Lutheran Theological Seminary at Gettysburg","2010","1797857","16","131899"
"213640","Lutheran Theological Seminary at Philadelphia","2010","6301017","12","98636"
"213668","Lycoming College","2010","2927987","61","94637"
"213826","Marywood University","2010","2365113","79","9854"
"213987","Mercyhurst University","2010","2469429","79","6275"
"213996","Messiah College","2010","8889503","62","38467"
"214069","Misericordia University","2010","2298778","79","8350"
"214148","Moore College of Art and Design","2010","875846","83","15396"
"214157","Moravian College","2010","7540297","70","37846"
"214166","Mount Aloysius College","2010","591810","78","10677"
"214175","Muhlenberg College","2010","7263634","71","44395"
"214272","Neumann University","2010","1756456","89","7051"
"214564","Salus University","2010","878095","66","20867"
"214883","Peirce College","2010","94680","86","77"
"214971","Pennsylvania Academy of the Fine Arts","2010","5243598","37","35449"
"215053","Pennsylvania College of Art and Design","2010","68695","95","3107"
"215062","University of Pennsylvania","2010","231457000","26","223090"
"215099","Philadelphia University","2010","3629391","84","5641"
"215105","The University of the Arts","2010","858196","71","13483"
"215114","Cairn University-Langhorne","2010","2766389","71","7045"
"215123","Philadelphia College of Osteopathic Medicine","2010","0","74","43037"
"215132","University of the Sciences","2010","4077804","74","38556"
"215424","Pittsburgh Theological Seminary","2010","2142043","3","578635"
"215442","Point Park University","2010","252838","87","6260"
"215619","Reconstructionist Rabbinical College","2010","4100133","3","402816"
"215628","Reformed Presbyterian Theological Seminary","2010","670205","31","20782"
"215655","Robert Morris University","2010","1899223","87","4582"
"215691","Rosemont College","2010","4130732","65","16490"
"215743","Saint Francis University","2010","6218891","65","11406"
"215770","Saint Joseph's University","2010","14671854","76","23064"
"215798","Saint Vincent College","2010","9373649","54","28765"
"215813","Saint Vincent Seminary","2010",,"54","32265"
"215929","University of Scranton","2010","5535980","79","18625"
"215947","Seton Hill University","2010","5489212","67","11995"
"216047","Saint Charles Borromeo Seminary-Overbrook","2010","0","25","64506"
"216278","Susquehanna University","2010","9672574","63","38386"
"216287","Swarthmore College","2010","11191000","16","812787"
"216311","Talmudical Yeshiva of Philadelphia","2010","1592863","43",
"216357","Thiel College","2010","4241816","58","21683"
"216366","Thomas Jefferson University","2010","16085090","35","102952"
"216463","Trinity Episcopal School for Ministry","2010","2018856","9","98666"
"216524","Ursinus College","2010","9311932","59","62137"
"216542","Valley Forge Christian College","2010","1320165","79","932"
"216597","Villanova University","2010","21159468","77","33422"
"216667","Washington & Jefferson College","2010","5072004","64","55594"
"216694","Waynesburg University","2010","4015572","68","17492"
"216807","Westminster College","2010","4050246","55","47507"
"216816","Westminster Theological Seminary","2010","9265196","22","14692"
"216852","Widener University-Main Campus","2010","2949191","87","10739"
"216931","Wilkes University","2010","1979795","83","6680"
"217013","Wilson College","2010","11924751","25","93956"
"217040","Yeshivath Beth Moshe","2010","955382","49",
"217059","York College Pennsylvania","2010","4151183","75","11137"
"217156","Brown University","2010","138367000","30","265453"
"217165","Bryant University","2010","3418000","80","34515"
"217235","Johnson & Wales University-Providence","2010","3008361","85","11682"
"217305","New England Institute of Technology","2010","342710","82","33314"
"217402","Providence College","2010","10519513","73","30605"
"217493","Rhode Island School of Design","2010","6794677","75","110761"
"217518","Roger Williams University","2010","2082000","87","14618"
"217536","Salve Regina University","2010","3418000","83","15315"
"217606","Northpoint Bible College","2010","18114456","11","1394"
"217624","Allen University","2010","529391","53",
"217633","Anderson University","2010","780714","79","14004"
"217688","Charleston Southern University","2010","1734644","77","2942"
"217721","Benedict College","2010","1529090","73","4132"
"217776","Southern Wesleyan University","2010","1974456","85","1732"
"217873","Claflin University","2010","4255868","48","8813"
"217891","Clinton College","2010","204890","17","2175"
"217907","Coker College","2010","1712166","55","19056"
"217925","Columbia International University","2010","7672929","47","4931"
"217934","Columbia College","2010","3482870","66","13378"
"217961","Converse College","2010","9488606","48","49475"
"217998","Erskine College","2010","3231219","50","51151"
"218070","Furman University","2010","12410258","40","169484"
"218238","Limestone College","2010","1573145","89","3982"
"218265","Lenoir-Rhyne University-Lutheran Theological Southern Seminary","2010","3076644","14",
"218399","Morris College","2010","11122373","40","9473"
"218414","Newberry College","2010","0","67","18371"
"218441","North Greenville University","2010","4508942","65","6410"
"218539","Presbyterian College","2010","5589339","43","56915"
"218751","Sherman College of Straight Chiropractic","2010","384441","68","1843"
"218919","Voorhees College","2010","0","40","6861"
"218973","Wofford College","2010","10422523","44","86361"
"219000","Augustana College","2010","7807080","55","25879"
"219091","Dakota Wesleyan University","2010","0","53","25001"
"219198","Mount Marty College","2010","1675957","68","13980"
"219240","Sioux Falls Seminary","2010","1036840","38","40795"
"219295","Presentation College","2010","1096242","61","25259"
"219374","Sinte Gleska University","2010","209621","16","3640"
"219383","University of Sioux Falls","2010","2818120","69","12275"
"219505","American Baptist College","2010","353950","35","24895"
"219578","Aquinas College","2010","1449758","64","13134"
"219639","Baptist Memorial College of Health Sciences","2010","0","75","6267"
"219709","Belmont University","2010","4075350","88","11980"
"219718","Bethel University","2010","1194880","69","2457"
"219790","Bryan College-Dayton","2010","3119212","75","4582"
"219806","Carson-Newman University","2010","11626804","62","20440"
"219833","Christian Brothers University","2010","4209953","49","14218"
"219842","Pentecostal Theological Seminary","2010","461522","51","71818"
"219949","Cumberland University","2010","1632202","72","6721"
"219976","Lipscomb University","2010","5859193","76","15048"
"220136","Emmanuel Christian Seminary","2010","1880268","10","47843"
"220181","Fisk University","2010","2802935","35","19137"
"220206","Welch College","2010","1812711","54","5074"
"220215","Freed-Hardeman University","2010","4627309","55","14799"
"220312","Hiwassee College","2010","756089","14","85104"
"220473","Johnson University","2010","3849390","18","145288"
"220516","King University","2010","2173054","80","14338"
"220598","Lane College","2010","628548","41","887"
"220604","Le Moyne-Owen College","2010","1058123","40","14196"
"220613","Lee University","2010","8569779","70","2123"
"220631","Lincoln Memorial University","2010","0","88","5440"
"220701","Martin Methodist College","2010","985065","53","11242"
"220710","Maryville College","2010","1933631","47","44598"
"220792","Meharry Medical College","2010","0","15","614835"
"220808","Memphis College of Art","2010","1103300","49","9775"
"220871","Memphis Theological Seminary","2010","1172272","36","41921"
"220996","Middle Tennessee School of Anesthesia Inc","2010","81155","80","87"
"221014","Milligan College","2010","4784774","64","11697"
"221254","O'More College of Design","2010","156494","93",
"221351","Rhodes College","2010","9983356","39","150634"
"221519","Sewanee-The University of the South","2010","15247786","41","160287"
"221661","Southern Adventist University","2010","4019258","68","8325"
"221670","Southern College of Optometry","2010","0","50","11514"
"221731","Tennessee Wesleyan College","2010","1414490","79","7669"
"221856","Tennessee Temple University","2010","646866","77","1000"
"221892","Trevecca Nazarene University","2010","5321842","80","7091"
"221953","Tusculum College","2010","1216763","76","7608"
"221971","Union University","2010","5706669","81","7015"
"221999","Vanderbilt University","2010","77673161","20","261577"
"222178","Abilene Christian University","2010","10897883","45","57617"
"222877","Arlington Baptist College","2010","658926","30",
"222983","Austin College","2010","5436623","56","86593"
"223001","Austin Presbyterian Theological Seminary","2010","4062556","3","623305"
"223117","Baptist Missionary Association Theological Seminary","2010","978253","18","12769"
"223223","Baylor College of Medicine","2010","0","1","1057730"
"223232","Baylor University","2010","33231000","67","58861"
"223463","Remington College-Dallas Campus","2010",,,
"224004","Concordia University-Texas","2010","2806882","73","6578"
"224226","Dallas Baptist University","2010","9099264","74","6994"
"224244","Dallas Christian College","2010","2008226","55","644"
"224305","Dallas Theological Seminary","2010","15807241","35","14113"
"224323","University of Dallas","2010","2806431","73","18858"
"224527","East Texas Baptist University","2010","2692282","54","47624"
"225201","Hallmark College","2010",,,
"225247","Hardin-Simmons University","2010","3593274","64","50953"
"225399","Houston Baptist University","2010","7492529","62","31974"
"225548","Howard Payne University","2010","1593513","65","38198"
"225575","Huston-Tillotson University","2010","4733731","44","10350"
"225627","University of the Incarnate Word","2010","6284793","81","11813"
"225885","Jarvis Christian College","2010","1474537",,"15685"
"226231","LeTourneau University","2010","3734476","80","2234"
"226383","Lubbock Christian University","2010","2251654","74","6466"
"226471","University of Mary Hardin-Baylor","2010","2769642","70","26691"
"226587","McMurry University","2010","5479939","51","41310"
"227243","Northwood University-Texas","2010",,"80","5078"
"227289","Oblate School of Theology","2010","2859603","19","126648"
"227331","Our Lady of the Lake University","2010","5087467","68","11470"
"227429","Paul Quinn College","2010","3968532","18","36912"
"227757","Rice University","2010","79111000","15","617569"
"227845","Saint Edward's University","2010","2974410","88","10670"
"227863","University of St Thomas","2010","7257449","66","21530"
"228042","Schreiner University","2010","5281756","44","44684"
"228149","St Mary's University","2010","3849171","63","32265"
"228194","South Texas College of Law","2010","1201483","81","21655"
"228246","Southern Methodist University","2010","55824000","54","107966"
"228325","Southwestern Assemblies of God University","2010","0","89","1918"
"228343","Southwestern University","2010","5641089","38","188893"
"228468","Southwestern Adventist University","2010","1339330","59","9481"
"228486","Southwestern Christian College","2010","1534710","18",
"228866","Texas Chiropractic College Foundation Inc","2010","352283","84","9392"
"228875","Texas Christian University","2010","27250000","48","123312"
"228884","Texas College","2010","556063","54","1840"
"228981","Texas Lutheran University","2010","6675960","47","57042"
"229160","Texas Wesleyan University","2010","1017068","85","12638"
"229267","Trinity University","2010","13440409","31","324595"
"229780","Wayland Baptist University","2010","3697091","75","12187"
"229887","Wiley College","2010","1084764","57","4608"
"230038","Brigham Young University-Provo","2010","48514158","19","23102"
"230047","Brigham Young University-Hawaii","2010","5228000","11","24752"
"230621","Stevens-Henager College-Ogden","2010",,,
"230630","Stevens-Henager College of Business-Provo","2010",,,
"230807","Westminster College","2010","9492014","70","19530"
"230816","Bennington College","2010","3586043","80","18208"
"230825","Burlington College","2010","131351","85","617"
"230852","Champlain College","2010","4360907","86","3319"
"230889","Goddard College","2010","248993","88","830"
"230898","Green Mountain College","2010","339233","91","3467"
"230940","Marlboro College","2010","1927878","48","96621"
"230959","Middlebury College","2010","37976712","46","230665"
"230995","Norwich University","2010","4912000","63","38399"
"231059","Saint Michael's College","2010","3307639","81","25286"
"231068","SIT Graduate Institute","2010","3342197","39","106614"
"231077","College of St Joseph","2010","1023463","71","11002"
"231086","Southern Vermont College","2010","479179","70","3068"
"231095","Sterling College","2010","357805","38","5919"
"231147","Vermont Law School","2010","1902564","79","11522"
"231420","Averett University","2010","3660007","66","22787"
"231554","Bluefield College","2010","1498123","77","5859"
"231581","Bridgewater College","2010","3552034","62","31677"
"231651","Regent University","2010","5028000","93","50212"
"231837","Jefferson College of Health Sciences","2010","742831","69","1629"
"232025","Emory & Henry College","2010","4415866","44","79297"
"232043","Eastern Mennonite University","2010","4191545","64","11867"
"232089","Ferrum College","2010","1629468","74","28617"
"232256","Hampden-Sydney College","2010","5544604","50","104650"
"232265","Hampton University","2010","13823516","38","39368"
"232308","Hollins University","2010","23106171","29","106272"
"232557","Liberty University","2010","8608737","89","1230"
"232609","Lynchburg College","2010","2969716","74","27632"
"232672","Mary Baldwin College","2010","2218903","72","18680"
"232706","Marymount University","2010","864867","96","6366"
"232885","Sentara College of Health Sciences","2010","0","71","4384"
"233295","Randolph-Macon College","2010","6902950","46","83448"
"233301","Randolph College","2010","9412899","20","283423"
"233356","Bon Secours Memorial College of Nursing","2010","21365","89",
"233374","University of Richmond","2010","10416770","27","386919"
"233426","Roanoke College","2010","6910049","62","47094"
"233541","Shenandoah University","2010","2898315","82","13698"
"233611","Southern Virginia University","2010","3321146","65","715"
"233718","Sweet Briar College","2010","7787158","40","127536"
"233842","Union Presbyterian Seminary","2010","3943487","5","540358"
"233912","Virginia Intermont College","2010","2171922","73","7192"
"234137","Virginia University of Lynchburg","2010","259026","84","1124"
"234164","Virginia Union University","2010","0","63","15906"
"234173","Virginia Wesleyan College","2010","10343408","62","37328"
"234207","Washington and Lee University","2010","26127000","27","456181"
"234915","City University of Seattle","2010","199838","96",
"235024","Cornish College of the Arts","2010","2867092","80","6552"
"235316","Gonzaga University","2010","13353419","76","16529"
"235422","Heritage University","2010","899772","59","10418"
"235547","Bastyr University","2010","888475","71","2000"
"235769","Trinity Lutheran College","2010","1818879","30","58127"
"236133","Northwest University","2010","1150177","85","7399"
"236230","Pacific Lutheran University","2010","12479593","70","18768"
"236328","University of Puget Sound","2010","11380489","59","79595"
"236452","Saint Martin's University","2010","2274279","75","10682"
"236577","Seattle Pacific University","2010","3591000","78","10477"
"236595","Seattle University","2010","10866417","84","20509"
"236896","Walla Walla University","2010","2457276","76","7870"
"237057","Whitman College","2010","17755708","35","229482"
"237066","Whitworth University","2010","6274212","70","28358"
"237118","Alderson Broaddus University","2010","688203","71","21253"
"237136","Appalachian Bible College","2010","1988691","45","4565"
"237181","Bethany College","2010","5060802","51","46826"
"237312","University of Charleston","2010","5327322","70","18083"
"237358","Davis & Elkins College","2010","13407508","30","37485"
"237640","Ohio Valley University","2010","1971776","63","2828"
"237905","West Virginia University Hospital Departments of Rad Tech and Nutrition","2010","0","100",
"237969","West Virginia Wesleyan College","2010","5690291","55","24057"
"238078","Wheeling Jesuit University","2010","1414951","52","14574"
"238193","Alverno College","2010","1707202","87","8109"
"238324","Bellin College","2010","643336","74","36052"
"238333","Beloit College","2010","15291171","42","83592"
"238430","Cardinal Stritch University","2010","724020","89","4186"
"238458","Carroll University","2010","3599660","87","10224"
"238476","Carthage College","2010","2641013","80","12164"
"238573","Columbia College of Nursing","2010",,,
"238616","Concordia University-Wisconsin","2010","7349619","83","9069"
"238661","Edgewood College","2010","8868421","70","13364"
"238980","Lakeland College","2010","1875472","78","4010"
"239017","Lawrence University","2010","7987104","52","119060"
"239071","Maranatha Baptist University","2010","578724","87","234"
"239080","Marian University","2010","1464153","89","2987"
"239105","Marquette University","2010","56420000","58","29837"
"239169","Medical College of Wisconsin","2010","17175000","10","1151639"
"239309","Milwaukee Institute of Art & Design","2010","2161720","80","3352"
"239318","Milwaukee School of Engineering","2010","5654743","66","15514"
"239390","Mount Mary University","2010","1777328","82","6231"
"239424","Nashotah House","2010","3211615","14","98120"
"239503","Northland International University","2010","858224","63","466"
"239512","Northland College","2010","3885860","50","25706"
"239628","Ripon College","2010","2786084","55","46005"
"239637","Sacred Heart School of Theology","2010","4392506","20","56320"
"239716","Saint Norbert College","2010","5251170","63","27243"
"239743","Silver Lake College of the Holy Family","2010","2469490","40","11692"
"240107","Viterbo University","2010","6288547","77","8804"
"240213","Wisconsin School of Professional Psychology","2010","3318","95",
"240338","Wisconsin Lutheran College","2010","9410467","41","22839"
"243744","Stanford University","2010","247499000","11","920646"
"243823","Parker University","2010","822379","86","24530"
"244190","Widener University-Delaware Campus","2010",,"87","9805"
"244233","City College-Fort Lauderdale","2010","18940","60","18"
"245652","St John's College","2010","4405958","54",
"245731","Yeshiva and Kollel Harbotzas Torah","2010","200318","32",
"245777","Bais Medrash Elyon","2010","650612","22",
"245838","Antioch University-Los Angeles","2010",,"78","857"
"245847","Antioch University-Santa Barbara","2010",,"78","904"
"245865","Antioch University-New England","2010",,"78","923"
"245883","Antioch University-Seattle","2010",,"78","1061"
"245892","Antioch University-Midwest","2010",,"78","744"
"245953","Mid-America Christian University","2010","1384218","62","2349"
"246345","Houston Graduate School of Theology","2010","12351","99",
"246789","Unification Theological Seminary","2010","527240","53","4403"
"247162","Ecumenical Theological Seminary","2010","174603","70","1066"
"247649","Landmark College","2010","426796","88","22612"
"247773","Yeshiva Gedolah of Greater Detroit","2010","378503","35",
"247825","Austin Graduate School of Theology","2010","437990","20","114366"
"260947","Christian Life College","2010","111564","56",
"260956","Knowledge Systems Institute","2010","25000","79",
"262022","Bethel Seminary-San Diego","2010","1443946","43","0"
"262086","Brandman University","2010","118116","100",
"363712","Yeshivah Gedolah Rabbinical College","2010","45622","64","0"
"365426","Mayo Graduate School","2010","0","0","0"
"366003","South Florida Bible College and Theological Seminary","2010","287595","46",
"366368","New York Academy of Art","2010","1311000","67","2484"
"366793","Baptist Theological Seminary at Richmond","2010","1726512","18","57520"
"367839","Colorado Heights University","2010","0","45",
"367884","Hodges University","2010","1239755","96","1654"
"369002","Massachusetts School of Law","2010","0","93",
"369659","Oregon College of Oriental Medicine","2010","59963","83",
"369817","Bethel Seminary of the East","2010","180000","65","0"
"372958","Remington College-Honolulu Campus","2010",,,
"373827","New England School of Communications","2010","14150","97",
"374024","Adler Graduate School","2010","12178","98",
"375230","Yeshiva Gedolah Imrei Yosef D'spinka","2010","148231","80",
"381459","Phoenix Seminary","2010","2415071","24","11440"
"381617","Baker College of Port Huron","2010",,"82","4160"
"384254","Beacon College","2010","591204","86",
"384306","Acupuncture and Integrative Medicine College-Berkeley","2010","1500","82",
"384421","Rabbi Jacob Joseph School","2010","937048","24",
"385619","Everglades University","2010","0","88",
"388520","College of Biblical Studies-Houston","2010","3680948","35","4658"
"392840","Watkins College of Art Design & Film","2010","200722","90","5069"
"399911","Soka University of America","2010","15820000","4","1070024"
"401223","World Mission University","2010","175825","58",
"401250","Yo San University of Traditional Chinese Medicine","2010","304588","44",
"402828","Widener University-Harrisburg Campus","2010",,"87","6407"
"404073","Baker College of Auburn Hills","2010",,"82","4441"
"404082","Baker College of Clinton Township","2010",,"82","4267"
"404648","Baker College of Cadillac","2010",,"82","4529"
"405058","Yeshivas Novominsk","2010","1940206","54",
"405854","Rabbinical College of Ohr Shimon Yisroel","2010","658708","44",
"406200","Wright Career College","2010","0","100",
"406547","City College-Gainesville","2010",,"60","43"
"407629","Lake Erie College of Osteopathic Medicine","2010","50000","86","130"
"409254","Erikson Institute","2010","4156206","13","184505"
"409616","Roger Williams University School of Law","2010","507000","87","16967"
"412599","Remington College-Memphis Campus","2010",,,
"413617","College of Menominee Nation","2010","0","21","3263"
"414160","Baker College of Jackson","2010",,"82","3457"
"414708","Baker College Center for Graduate Studies","2010",,"82","3824"
"414823","Johnson & Wales University-North Miami","2010",,"85","12536"
"414878","Trine University-Regional/Non-Traditional Campuses","2010",,"73","11527"
"414966","Phillips Theological Seminary","2010","3695696","9","245709"
"417345","Augusta Area Dietetic Internship-University Hospital","2010","0","100",
"417752","Messenger College","2010","96636","21","4346"
"418126","New York College of Health Professions","2010","6908790","50",
"420246","Southwest College of Naturopathic Medicine & Health Sciences","2010","1202719","67",
"420325","Yeshiva D'monsey Rabbinical College","2010","430507","38",
"420705","Bakke Graduate University","2010","1396486","49",
"423643","Midwestern University-Glendale","2010","326220","93","69"
"426314","Embry-Riddle Aeronautical University-Worldwide","2010",,"91","1804"
"428259","Ottawa University-Milwaukee","2010",,"90","3927"
"430591","American College of Traditional Chinese Medicine","2010","199208","92",
"430810","New Hampshire Institute of Art","2010","269816","74","59118"
"431594","Massachusetts General Hospital Dietetic Internship","2010","0","87",
"431983","Yeshiva of the Telshe Alumni","2010","4248262","22",
"432348","Appalachian School of Law","2010","190869","92","10302"
"432357","LIU Hudson at Westchester","2010","2414","97","0"
"433387","Western Governors University","2010","187801","95",
"434034","National Labor College","2010","1490915","11","109"
"434414","Michigan Jewish Institute","2010","11350","99",
"434539","City College-Miami","2010",,"60","20"
"434937","Yeshiva College of the Nations Capital","2010","2357783","3",
"436021","Montessori Institute of Milwaukee","2010","5335","97",
"436614","International Baptist College and Seminary","2010","264958","72",
"437316","Linfield College-School of Nursing","2010",,"68",
"438151","Stevens-Henager College-Murray","2010",,,
"439288","Johnson & Wales University-Denver","2010",,"85","13272"
"439446","Atlantic Institute of Oriental Medicine","2010","0","81",
"439613","Crossroads Bible College","2010","317871","82",
"439701","King's University","2010","2199374","48","5951"
"439783","New York College of Traditional Chinese Medicine","2010","17990","95",
"439817","Northeastern Seminary","2010","354533","48","41622"
"440004","Upper Valley Educators Institute","2010","79108","75",
"440031","Keck Graduate Institute","2010","3821383","15","335534"
"440411","Marlboro College-Graduate School","2010",,"48","38314"
"440794","Pillar College","2010","255002","59",
"441104","Richmont Graduate University","2010","530418","75","5112"
"441131","The Seattle School of Theology & Psychology","2010","1049353","73",
"441478","National Graduate School of Quality Management","2010","32000","99",
"441511","Apex School of Theology","2010","20911","0",
"441609","Yeshiva Shaarei Torah of Rockland","2010","882316","29",
"441982","Franklin W Olin College of Engineering","2010","1902000","1","1035673"
"442064","Won Institute of Graduate Studies","2010","391492","41","44262"
"442295","Ave Maria School of Law","2010","574068","60","829"
"442356","Pennsylvania College of Health Sciences","2010","168712","48","1385"
"442806","Edward Via College of Osteopathic Medicine","2010","2670324","87",
"442897","Ottawa University-Jeffersonville","2010",,"90",
"442949","Birthingway College of Midwifery","2010","10873","74",
"443030","NorthShore University HealthSystem School of Nurse Anesthesia","2010","0","98",
"443049","Faith Evangelical College & Seminary","2010","25626","87",
"443058","Family of Faith College","2010","225310","10",
"443076","Hood Theological Seminary","2010","1006127","56","43848"
"443340","Williamson Christian College","2010","18555","73",
"443702","Bexley Hall Episcopal Seminary","2010","73506","19","264944"
"444103","Byzantine Catholic Seminary of Saints Cyril and Methodius","2010","939415","13",
"444167","Baker College of Allen Park","2010",,"82","4119"
"444398","Baptist University of the Americas","2010","942823","22","8793"
"444413","Beis Medrash Heichal Dovid","2010","85641","67",
"444778","New Life Theological Seminary","2010","146846","50",
"444990","Flagler College-Tallahassee","2010","0","56","0"
"445267","Central Methodist University-College of Graduate and Extended Studies","2010",,"65","2888"
"445708","Johnson & Wales University-Charlotte","2010",,"85","12728"
"445735","Roseman University of Health Sciences","2010","2241266","90","8893"
"445869","Institute for the Psychological Sciences","2010","2167072","32","1478"
"446048","Ave Maria University","2010","25004996","13","3149"
"446233","Ecclesia College","2010","351237","54",
"446394","Maple Springs Baptist Bible College and Seminary","2010","12437","70",
"446604","Uta Mesivta of Kiryas Joel","2010","593210","92",
"446640","Harrisburg University of Science and Technology","2010","544465","48",
"446677","Stevens-Henager College-Logan","2010",,,
"446932","Union Graduate College","2010","1178488","78","2096"
"447953","SUM Bible College and Theological Seminary","2010","462500","63",
"448284","Doane College-Lincoln Grand Island and Master","2010","0","100","0"
"448309","Shorter University-College of Adult & Professional Programs","2010","0","100","0"
"448752","College America-Colorado Springs","2010",,,
"448761","College America-Fort Collins","2010",,,
"448804","The Robert B Miller College","2010","5000","45","27"
"449348","Huntsville Bible College","2010","193931","6",
"449579","Hawaii College of Oriental Medicine","2010","3728","90",
"449658","Bais Medrash Toras Chesed","2010","396680","53",
"449764","Visible Music College","2010","1175648","50",
"449870","University of the West","2010","302516","24","48433"
"449922","Appalachian College of Pharmacy","2010","188182","65","848"
"449931","Averett University-Non-Traditional Programs","2010","0","100",
"450304","Brite Divinity School","2010","1882621","9","433301"
"450766","LIU Riverhead","2010","5890","91","0"
"451079","Academy for Five Element Acupuncture","2010","8993","98",
"451370","Yeshivas Be'er Yitzchok","2010","449418","40",
"451398","Yeshiva Toras Chaim","2010","171380","93",
"451404","Talmudical Seminary of Bobov","2010","308953","75",
"451705","College America-Cheyenne","2010",,,
"454184","The King’s College","2010","6846430","32","1436"
"454582","Ottawa University-Online","2010",,"90",
"454838","Institute of Taoist Education and Acupuncture","2010","20161","95",
"455099","Urshan Graduate School of Theology","2010","496162","25","15385"
"455257","Yeshiva of Machzikai Hadas","2010","208427","85",
"455406","Pacific Northwest University of Health Sciences","2010","1035551","80",
"455433","The Chicago School of Professional Psychology at Irvine","2010",,"97","1617"
"455664","The Chicago School of Professional Psychology at Los Angeles","2010",,"97","1793"
"455682","The Chicago School of Professional Psychology at Westwood","2010",,"97","1681"
"455770","Providence Christian College","2010","1487519","33","262"
"455804","Institute of World Politics","2010","1722776","47","30753"
"455813","Pontifical John Paul II Institute for Studies on Marriage and Family","2010","3052","19","20698"
"455992","Vermont College of Fine Arts","2010","168940","92","1923"
"456481","Polytechnic University of Puerto Rico-Miami","2010","0","100","0"
"456490","Polytechnic University of Puerto Rico-Orlando","2010","0","88","0"
"456542","The Commonwealth Medical College","2010","10260992","6","3264"
"457183","Remington College of Nursing Orlando","2010",,,
"457226","Horizon University","2010","0","100",
"457271","Academy for Jewish Religion-California","2010","309558","70",
"457402","University of Fort Lauderdale","2010","0","34",
"457484","New Hope Christian College-Honolulu","2010","285770","27",
"457697","City Vision College","2010","0","100",
"458113","Bethel College","2010","268175","40",
"458159","Bainbridge Graduate Institute","2010","270434","93",
"459417","Compass College of Cinematic Arts","2010","247010","61",
"459727","Touro University Worldwide","2010","0","61",
"459736","Touro University California","2010","0","96",
"459745","The Chicago School of Professional Psychology at Washington DC","2010",,"97",
"459824","Touro University Nevada","2010","0","97",
"460075","California University of Management and Sciences","2010",,,
"460349","Johnson & Wales University-Online","2010",,"85",
"460783","Remington College-Heathrow Campus","2010",,,
"460899","Stevens-Henager College-Boise","2010",,,
"460941","Northwest Institute of Literary Arts","2010",,,
"461032","Carolina College of Biblical Studies","2010",,,
"461120","Oxford Graduate School","2010",,,
"461139","Jung Tao School of Classical Chinese Medicine","2010",,,
"461236","Georgia Christian University","2010",,,
"461485","Shepherds Theological Seminary","2010",,,
"461528","Grace College of Divinity","2010",,,
"461643","Bergin University of Canine Studies","2010",,,
"461759","Simmons College of Kentucky","2010",,,
"461795","North American University","2010",,,
"461847","Mesivta Keser Torah","2010",,,
"462044","Institute for Doctoral Studies in the Visual Arts","2010",,,
"462354","John Paul the Great Catholic University","2010",,,
"465812","Independence University","2010",,,
"474863","Azusa Pacific Online University","2010",,,
"474890","College America-Phoenix","2010",,,
"474906","CollegeAmerica-Stevens Henager College","2010",,,
"475033","Relay Graduate School of Education","2010",,,
"475200","Whitworth University-Adult Degree Programs","2010",,,
"475273","Springfield College-School of Human Services","2010",,,
"475608","Criswell College","2010",,,
"476319","CollegeAmerica-Colorado Springs South","2010",,,
"476601","Bais HaMedrash and Mesivta of Baltimore","2010",,,
"476692","Yeshiva Gedolah Zichron Leyma","2010",,,
"476717","Be'er Yaakov Talmudic Seminary","2010",,,
"477950","Stevens-Henager College-St George","2010",,,
"478625","California College San Diego","2010",,,
"478634","California College San Diego","2010",,,
"480134","Elizabethtown College School of Continuing and Professional Studies","2010",,,
"480198","Warner Pacific College Adult Degree Program","2010",,,
"480569","Florida Institute of Technology-Online","2010",,,
"480754","Manthano Christian College","2010",,,
"480985","Midwives College of Utah","2010",,,
"481030","Future Generations Graduate School","2010",,,
"481058","Grace Mission University","2010",,,
"481225","Mid-South Christian College","2010",,,
"481401","Grace School of Theology","2010",,,
"481410","Yeshiva Gedolah Kesser Torah","2010",,,
"481438","Yeshiva Yesodei Hatorah","2010",,,
"482228","Virginia Baptist College","2010",,,
"482705","Northeastern University Global Network","2010",,,
